"State","County","   Days per year with a heat index above 105°F   ",,,,,
"NJ","Mercer County",0,7,13,10,32,7
"NJ","Middlesex County",1,7,13,11,33,7
"NJ","Monmouth County",0,5,9,7,26,4
"NJ","Morris County",0,3,6,5,21,3
"NJ","Ocean County",1,7,12,10,31,7
"NJ","Passaic County",0,3,7,5,23,3
"NJ","Salem County",1,11,18,15,42,11
"NJ","Somerset County",1,7,13,10,32,7
"NJ","Sussex County",0,3,6,5,22,3
"NJ","Union County",1,8,13,11,33,8
"NJ","Warren County",0,3,7,5,22,3
"NM","Bernalillo County",0,0,1,1,3,0
"NM","Catron County",0,0,0,0,0,0
"NM","Chaves County",0,1,2,2,20,1
"NM","Cibola County",0,0,0,0,1,0
"NM","Colfax County",0,0,0,0,0,0
"NM","Curry County",0,0,1,0,14,0
"NM","De Baca County",0,0,1,1,15,0
"NM","Doña Ana County",0,4,2,6,21,4
"NM","Eddy County",0,3,9,6,36,3
"NM","Grant County",0,1,0,1,5,1
"NM","Guadalupe County",0,0,0,0,7,0
"NM","Harding County",0,0,0,0,6,0
"NM","Hidalgo County",0,1,1,2,14,1
"NM","Lea County",0,2,5,3,30,1
"NM","Lincoln County",0,0,0,0,3,0
"NM","Los Alamos County",0,0,0,0,0,0
"NM","Luna County",0,3,2,5,20,3
"NM","McKinley County",0,0,0,0,1,0
"NM","Mora County",0,0,0,0,0,0
"NM","Otero County",0,2,2,3,15,2
"NM","Quay County",0,0,2,1,17,0
"NM","Rio Arriba County",0,0,0,0,0,0
"NM","Roosevelt County",0,0,1,1,16,0
"NM","San Juan County",0,0,0,0,3,0
"NM","San Miguel County",0,0,0,0,5,0
"NM","Sandoval County",0,0,0,0,1,0
"NM","Santa Fe County",0,0,0,0,1,0
"NM","Sierra County",0,2,1,2,8,2
"NM","Socorro County",0,1,0,1,5,1
"NM","Taos County",0,0,0,0,0,0
"NM","Torrance County",0,0,0,0,1,0
"NM","Union County",0,0,0,0,3,0
"NM","Valencia County",0,0,1,1,6,0
"NV","Carson City",0,0,0,0,0,0
"NV","Churchill County",0,0,1,0,5,0
"NV","Clark County",2,13,19,17,39,13
"NV","Douglas County",0,0,0,0,0,0
"NV","Elko County",0,0,0,0,0,0
"NV","Esmeralda County",0,0,0,0,3,0
"NV","Eureka County",0,0,0,0,1,0
"NV","Humboldt County",0,0,0,0,3,0
"NV","Lander County",0,0,0,0,1,0
"NV","Lincoln County",0,1,2,1,7,1
"NV","Lyon County",0,0,0,0,3,0
"NV","Mineral County",0,0,0,0,2,0
"NV","Nye County",0,1,1,1,4,1
"NV","Pershing County",0,0,0,0,4,0
"NV","Storey County",0,0,0,0,1,0
"NV","Washoe County",0,0,0,0,1,0
"NV","White Pine County",0,0,0,0,0,0
"NY","Albany County",0,2,5,3,18,1
"NY","Allegany County",0,0,0,0,7,0
"NY","Bronx County",0,5,10,8,26,5
"NY","Broome County",0,0,2,1,12,0
"NY","Cattaraugus County",0,0,0,0,7,0
"NY","Cayuga County",0,2,5,3,18,2
"NY","Chautauqua County",0,0,1,1,9,0
"NY","Chemung County",0,1,3,2,15,1
"NY","Chenango County",0,0,2,1,13,0
"NY","Clinton County",0,1,2,1,12,0
"NY","Columbia County",0,2,6,4,20,2
"NY","Cortland County",0,0,2,1,12,0
"NY","Delaware County",0,0,1,0,7,0
"NY","Dutchess County",0,3,8,5,23,3
"NY","Erie County",0,0,2,1,11,0
"NY","Essex County",0,0,1,1,8,0
"NY","Franklin County",0,0,1,0,8,0
"NY","Fulton County",0,0,2,1,10,0
"NY","Genesee County",0,1,4,3,18,1
"NY","Greene County",0,1,3,2,11,1
"NY","Hamilton County",0,0,0,0,5,0
"NY","Herkimer County",0,0,1,1,8,0
"NY","Jefferson County",0,1,2,1,11,0
"NY","Kings County",0,4,8,6,24,4
"NY","Lewis County",0,0,1,0,7,0
"NY","Livingston County",0,1,4,2,16,1
"NY","Madison County",0,1,3,2,14,1
"NY","Monroe County",0,2,5,3,19,2
"NY","Montgomery County",0,1,5,3,19,1
"NY","Nassau County",0,3,6,5,21,3
"NY","New York County",0,5,10,8,27,5
"NY","Niagara County",0,1,4,3,17,1
"NY","Oneida County",0,1,3,2,14,1
"NY","Onondaga County",0,2,4,3,18,1
"NY","Ontario County",0,1,4,3,17,1
"NY","Orange County",0,3,8,6,25,3
"NY","Orleans County",0,2,6,4,20,2
"NY","Oswego County",0,1,3,2,14,1
"NY","Otsego County",0,0,2,1,11,0
"NY","Putnam County",0,3,8,6,25,3
"NY","Queens County",0,4,8,6,24,4
"NY","Rensselaer County",0,1,4,2,16,1
"NY","Richmond County",0,5,9,7,26,5
"NY","Rockland County",0,4,9,7,26,4
"NY","Saratoga County",0,2,5,3,18,2
"NY","Schenectady County",0,1,5,3,18,1
"NY","Schoharie County",0,0,2,1,10,0
"NY","Schuyler County",0,1,3,2,13,1
"NY","Seneca County",0,2,6,4,22,2
"NY","St. Lawrence County",0,1,3,1,12,1
"NY","Steuben County",0,0,2,1,10,0
"NY","Suffolk County",0,1,3,2,14,1
"NY","Sullivan County",0,0,2,1,10,0
"NY","Tioga County",0,1,3,2,14,1
"NY","Tompkins County",0,1,3,2,14,1
"NY","Ulster County",0,2,5,3,16,2
"NY","Warren County",0,0,2,1,10,0
"NY","Washington County",0,1,4,2,17,1
"NY","Wayne County",0,2,6,4,21,2
"NY","Westchester County",0,5,10,7,27,5
"NY","Wyoming County",0,0,1,1,9,0
"NY","Yates County",0,1,3,2,16,1
"OH","Adams County",0,8,14,12,39,8
"OH","Allen County",0,7,11,11,33,7
"OH","Ashland County",0,4,7,6,25,4
"OH","Ashtabula County",0,1,4,3,19,1
"OH","Athens County",0,6,12,10,35,6
"OH","Auglaize County",1,7,11,11,33,7
"OH","Belmont County",0,3,7,5,25,3
"OH","Brown County",0,7,13,11,38,8
"OH","Butler County",1,12,18,17,44,12
"OH","Carroll County",0,3,7,6,25,3
"OH","Champaign County",0,6,10,10,32,7
"OH","Clark County",0,7,10,10,32,7
"OH","Clermont County",0,9,15,14,41,10
"OH","Clinton County",0,6,11,10,34,7
"OH","Columbiana County",0,2,6,5,23,2
"OH","Coshocton County",0,4,8,7,28,4
"OH","Crawford County",0,5,8,8,27,5
"OH","Cuyahoga County",0,1,4,4,19,1
"OH","Darke County",0,7,10,11,32,7
"OH","Defiance County",0,7,12,12,34,7
"OH","Delaware County",0,6,10,10,32,6
"OH","Erie County",0,3,6,5,22,3
"OH","Fairfield County",0,6,11,9,33,6
"OH","Fayette County",0,6,10,10,33,6
"OH","Franklin County",0,7,11,11,34,7
"OH","Fulton County",0,6,10,10,31,6
"OH","Gallia County",0,9,15,13,41,9
"OH","Geauga County",0,1,4,3,19,1
"OH","Greene County",0,8,12,12,36,8
"OH","Guernsey County",0,4,9,7,29,4
"OH","Hamilton County",1,13,20,18,48,14
"OH","Hancock County",0,6,10,9,29,6
"OH","Hardin County",0,7,11,11,32,7
"OH","Harrison County",0,4,8,6,28,4
"OH","Henry County",0,6,11,10,32,6
"OH","Highland County",0,6,11,10,33,6
"OH","Hocking County",0,6,10,9,33,5
"OH","Holmes County",0,3,7,6,25,3
"OH","Huron County",0,4,7,7,26,4
"OH","Jackson County",0,8,14,12,39,8
"OH","Jefferson County",0,3,7,6,26,3
"OH","Knox County",0,3,7,6,25,3
"OH","Lake County",0,1,4,3,19,1
"OH","Lawrence County",0,9,16,13,42,9
"OH","Licking County",0,4,9,8,29,5
"OH","Logan County",0,6,10,10,31,6
"OH","Lorain County",0,4,8,7,26,4
"OH","Lucas County",0,6,10,10,31,6
"OH","Madison County",0,7,11,11,34,7
"OH","Mahoning County",0,3,6,5,23,3
"OH","Marion County",0,6,10,10,31,6
"OH","Medina County",0,3,7,6,25,3
"OH","Meigs County",0,7,13,11,38,7
"OH","Mercer County",1,8,12,12,35,8
"OH","Miami County",0,7,11,11,33,7
"OH","Monroe County",0,3,7,6,26,3
"OH","Montgomery County",0,9,13,13,37,9
"OH","Morgan County",0,5,10,8,31,5
"OH","Morrow County",0,4,7,7,25,4
"OH","Muskingum County",0,5,9,8,30,5
"OH","Noble County",0,4,9,7,29,4
"OH","Ottawa County",0,5,9,8,28,5
"OH","Paulding County",0,7,12,11,33,7
"OH","Perry County",0,5,10,8,31,5
"OH","Pickaway County",0,7,12,11,35,7
"OH","Pike County",0,7,13,11,38,7
"OH","Portage County",0,2,6,5,23,2
"OH","Preble County",0,7,11,11,34,7
"OH","Putnam County",0,7,11,11,32,6
"OH","Richland County",0,3,6,6,23,3
"OH","Ross County",0,7,13,11,36,7
"OH","Sandusky County",0,5,8,8,28,5
"OH","Scioto County",0,8,15,12,41,9
"OH","Seneca County",0,6,10,9,30,6
"OH","Shelby County",0,6,10,10,32,7
"OH","Stark County",0,3,6,5,23,3
"OH","Summit County",0,3,6,5,23,3
"OH","Trumbull County",0,3,7,6,24,3
"OH","Tuscarawas County",0,4,9,7,29,4
"OH","Union County",0,7,11,10,33,7
"OH","Van Wert County",0,8,13,13,35,8
"OH","Vinton County",0,8,14,11,39,8
"OH","Warren County",1,9,14,14,40,10
"OH","Washington County",0,6,11,9,34,6
"OH","Wayne County",0,3,7,6,25,3
"OH","Williams County",0,7,11,11,32,7
"OH","Wood County",0,6,10,10,31,6
"OH","Wyandot County",0,7,11,10,31,7
"OK","Adair County",4,28,42,36,74,28
"OK","Alfalfa County",6,34,46,41,76,34
"OK","Atoka County",13,50,63,58,96,51
"OK","Beaver County",0,10,20,15,49,10
"OK","Beckham County",1,19,31,26,66,19
"OK","Blaine County",4,29,43,36,76,29
"OK","Bryan County",11,49,62,57,97,49
"OK","Caddo County",4,29,43,37,78,29
"OK","Canadian County",3,28,42,36,76,28
"OK","Carter County",9,41,56,50,91,41
"OK","Cherokee County",8,39,53,47,84,39
"OK","Choctaw County",13,52,65,61,99,53
"OK","Cimarron County",0,0,2,1,17,0
"OK","Cleveland County",6,32,46,40,81,32
"OK","Coal County",11,46,59,54,93,46
"OK","Comanche County",5,32,46,40,81,32
"OK","Cotton County",9,43,58,51,91,43
"OK","Craig County",8,38,52,46,82,39
"OK","Creek County",10,42,55,50,86,42
"OK","Custer County",2,23,36,30,69,23
"OK","Delaware County",6,37,50,44,81,37
"OK","Dewey County",1,21,33,27,65,21
"OK","Ellis County",0,12,21,17,52,12
"OK","Garfield County",6,34,47,41,78,34
"OK","Garvin County",7,35,50,43,85,36
"OK","Grady County",5,32,47,40,82,32
"OK","Grant County",7,36,49,43,78,36
"OK","Greer County",3,29,44,37,78,29
"OK","Harmon County",4,32,47,40,80,32
"OK","Harper County",2,23,35,30,65,24
"OK","Haskell County",12,46,59,54,90,47
"OK","Hughes County",11,44,58,52,91,45
"OK","Jackson County",5,36,52,44,85,36
"OK","Jefferson County",9,42,57,51,92,42
"OK","Johnston County",10,43,57,52,92,43
"OK","Kay County",7,35,49,42,78,35
"OK","Kingfisher County",6,36,49,43,81,36
"OK","Kiowa County",3,29,44,37,78,30
"OK","Latimer County",11,45,58,52,89,45
"OK","Le Flore County",11,47,60,54,91,47
"OK","Lincoln County",9,39,53,47,85,40
"OK","Logan County",7,37,51,44,82,37
"OK","Love County",9,42,57,51,93,42
"OK","Major County",5,33,46,40,76,33
"OK","Marshall County",10,44,58,53,94,45
"OK","Mayes County",9,42,56,50,86,42
"OK","McClain County",6,33,47,41,82,33
"OK","McCurtain County",11,50,63,58,96,50
"OK","McIntosh County",11,46,59,54,91,47
"OK","Murray County",7,34,48,42,84,34
"OK","Muskogee County",12,47,60,55,91,48
"OK","Noble County",7,37,51,45,81,38
"OK","Nowata County",9,40,53,47,82,40
"OK","Okfuskee County",11,44,57,52,89,44
"OK","Oklahoma County",5,32,46,39,80,32
"OK","Okmulgee County",11,45,58,53,89,45
"OK","Osage County",9,38,52,46,82,39
"OK","Ottawa County",6,37,51,45,80,37
"OK","Pawnee County",8,38,52,46,83,38
"OK","Payne County",7,36,49,43,81,36
"OK","Pittsburg County",11,45,58,53,90,45
"OK","Pontotoc County",8,38,52,46,87,38
"OK","Pottawatomie County",8,38,52,46,86,38
"OK","Pushmataha County",11,47,60,54,92,47
"OK","Roger Mills County",0,13,24,19,56,13
"OK","Rogers County",9,42,55,49,85,42
"OK","Seminole County",10,42,56,50,89,42
"OK","Sequoyah County",7,38,52,46,83,39
"OK","Stephens County",6,34,49,42,85,35
"OK","Texas County",0,4,10,6,36,4
"OK","Tillman County",7,39,54,47,87,39
"OK","Tulsa County",10,41,55,49,85,42
"OK","Wagoner County",11,45,58,53,89,45
"OK","Washington County",10,43,56,50,85,43
"OK","Washita County",2,25,39,33,73,25
"OK","Woods County",4,29,41,36,72,29
"OK","Woodward County",2,20,31,26,63,20
"OR","Baker County",0,0,0,0,3,0
"OR","Benton County",0,0,1,0,4,0
"OR","Clackamas County",0,0,0,0,3,0
"OR","Clatsop County",0,0,0,0,1,0
"OR","Columbia County",0,0,0,0,3,0
"OR","Coos County",0,0,0,0,0,0
"OR","Crook County",0,0,0,0,1,0
"OR","Curry County",0,0,0,0,2,0
"OR","Deschutes County",0,0,0,0,1,0
"OR","Douglas County",0,0,1,0,5,0
"OR","Gilliam County",0,1,2,1,9,1
"OR","Grant County",0,0,0,0,1,0
"OR","Harney County",0,0,0,0,1,0
"OR","Hood River County",0,0,0,0,2,0
"OR","Jackson County",0,0,1,1,5,0
"OR","Jefferson County",0,0,1,1,5,0
"OR","Josephine County",0,1,2,1,7,1
"OR","Klamath County",0,0,0,0,1,0
"OR","Lake County",0,0,0,0,1,0
"OR","Lane County",0,0,1,0,5,0
"OR","Lincoln County",0,0,0,0,1,0
"OR","Linn County",0,0,1,0,4,0
"OR","Malheur County",0,0,1,0,4,0
"OR","Marion County",0,0,1,0,4,0
"OR","Morrow County",0,1,2,2,8,1
"OR","Multnomah County",0,0,1,1,5,0
"OR","Polk County",0,0,1,0,4,0
"OR","Sherman County",0,0,2,1,8,0
"OR","Tillamook County",0,0,0,0,0,0
"OR","Umatilla County",0,0,1,1,7,0
"OR","Union County",0,0,0,0,2,0
"OR","Wallowa County",0,0,0,0,2,0
"OR","Wasco County",0,0,1,1,6,0
"OR","Washington County",0,0,1,0,4,0
"OR","Wheeler County",0,0,0,0,3,0
"OR","Yamhill County",0,0,1,1,5,0
"PA","Adams County",0,6,13,10,33,6
"PA","Allegheny County",0,3,7,6,26,3
"PA","Armstrong County",0,2,5,4,21,2
"PA","Beaver County",0,2,6,5,24,2
"PA","Bedford County",0,1,4,3,17,1
"PA","Berks County",0,4,9,7,27,4
"PA","Blair County",0,1,3,2,15,1
"PA","Bradford County",0,1,3,2,14,1
"PA","Bucks County",0,6,12,10,32,6
"PA","Butler County",0,1,4,3,18,1
"PA","Cambria County",0,0,1,1,10,0
"PA","Cameron County",0,0,1,1,10,0
"PA","Carbon County",0,1,3,2,13,1
"PA","Centre County",0,1,2,1,12,0
"PA","Chester County",0,6,12,9,31,6
"PA","Clarion County",0,1,2,2,14,1
"PA","Clearfield County",0,0,2,1,11,0
"PA","Clinton County",0,1,2,1,12,0
"PA","Columbia County",0,2,5,4,19,2
"PA","Crawford County",0,0,2,1,12,0
"PA","Cumberland County",0,6,12,9,31,6
"PA","Dauphin County",0,5,10,8,28,5
"PA","Delaware County",1,9,16,12,37,9
"PA","Elk County",0,0,1,0,8,0
"PA","Erie County",0,0,1,0,9,0
"PA","Fayette County",0,2,5,3,19,2
"PA","Forest County",0,0,1,0,9,0
"PA","Franklin County",0,4,10,7,28,4
"PA","Fulton County",0,3,6,5,22,2
"PA","Greene County",0,3,6,5,24,3
"PA","Huntingdon County",0,2,5,4,20,2
"PA","Indiana County",0,1,4,2,17,1
"PA","Jefferson County",0,0,2,1,11,0
"PA","Juniata County",0,3,8,6,24,3
"PA","Lackawanna County",0,0,2,1,11,0
"PA","Lancaster County",1,7,12,10,32,6
"PA","Lawrence County",0,2,6,4,22,2
"PA","Lebanon County",0,5,10,8,29,5
"PA","Lehigh County",0,4,9,7,27,4
"PA","Luzerne County",0,1,4,2,15,1
"PA","Lycoming County",0,1,3,2,14,1
"PA","McKean County",0,0,0,0,7,0
"PA","Mercer County",0,1,4,3,17,1
"PA","Mifflin County",0,2,5,4,20,2
"PA","Monroe County",0,1,3,2,12,1
"PA","Montgomery County",0,8,14,11,34,8
"PA","Montour County",0,3,7,5,24,3
"PA","Northampton County",0,4,8,6,24,3
"PA","Northumberland County",0,4,7,6,24,3
"PA","Perry County",0,4,9,6,26,4
"PA","Philadelphia County",1,10,17,14,39,10
"PA","Pike County",0,1,2,1,12,0
"PA","Potter County",0,0,0,0,7,0
"PA","Schuylkill County",0,2,4,3,17,2
"PA","Snyder County",0,5,10,8,28,5
"PA","Somerset County",0,0,1,0,8,0
"PA","Sullivan County",0,0,1,1,9,0
"PA","Susquehanna County",0,0,2,1,10,0
"PA","Tioga County",0,0,1,1,10,0
"PA","Union County",0,4,9,7,26,4
"PA","Venango County",0,0,2,1,12,0
"PA","Warren County",0,0,1,0,8,0
"PA","Washington County",0,2,6,5,24,2
"PA","Wayne County",0,0,1,0,9,0
"PA","Westmoreland County",0,2,5,4,21,2
"PA","Wyoming County",0,1,3,2,14,1
"PA","York County",0,7,14,11,35,7
"RI","Bristol County",0,4,7,6,21,4
"RI","Kent County",0,3,5,4,18,3
"RI","Newport County",0,2,4,3,15,1
"RI","Providence County",0,2,5,4,17,2
"RI","Washington County",0,2,4,3,16,2
"SC","Abbeville County",2,19,31,25,64,19
"SC","Aiken County",5,27,40,34,77,27
"SC","Allendale County",7,31,45,39,83,31
"SC","Anderson County",1,17,28,22,61,17
"SC","Bamberg County",6,27,41,35,79,28
"SC","Barnwell County",6,30,45,38,83,30
"SC","Beaufort County",5,26,42,35,82,26
"SC","Berkeley County",7,32,47,40,84,32
"SC","Calhoun County",6,27,40,34,76,27
"SC","Charleston County",4,23,39,31,77,24
"SC","Cherokee County",1,13,23,18,55,14
"SC","Chester County",3,19,30,24,63,19
"SC","Chesterfield County",5,23,34,29,68,23
"SC","Clarendon County",7,29,43,37,79,30
"SC","Colleton County",6,29,44,37,83,29
"SC","Darlington County",6,25,37,31,72,25
"SC","Dillon County",5,24,36,31,71,25
"SC","Dorchester County",6,28,42,35,80,28
"SC","Edgefield County",4,23,36,29,71,23
"SC","Fairfield County",4,21,33,27,67,21
"SC","Florence County",6,27,40,34,75,27
"SC","Georgetown County",6,27,41,35,78,27
"SC","Greenville County",1,10,19,14,49,10
"SC","Greenwood County",3,20,31,25,65,20
"SC","Hampton County",8,32,47,41,86,33
"SC","Horry County",5,23,36,30,71,23
"SC","Jasper County",7,32,49,41,88,33
"SC","Kershaw County",4,20,31,25,64,20
"SC","Lancaster County",3,19,29,24,62,19
"SC","Laurens County",2,19,30,24,64,19
"SC","Lee County",5,23,35,29,69,23
"SC","Lexington County",4,23,36,30,71,24
"SC","Marion County",7,28,41,35,76,28
"SC","Marlboro County",5,24,36,31,70,24
"SC","McCormick County",3,22,35,29,70,23
"SC","Newberry County",4,24,36,30,71,24
"SC","Oconee County",1,11,21,16,52,12
"SC","Orangeburg County",6,27,40,34,77,27
"SC","Pickens County",1,12,22,17,54,12
"SC","Richland County",5,24,37,30,71,24
"SC","Saluda County",5,25,37,31,72,25
"SC","Spartanburg County",1,16,26,21,59,16
"SC","Sumter County",5,24,36,30,72,24
"SC","Union County",3,20,32,26,65,20
"SC","Williamsburg County",7,28,42,36,78,29
"SC","York County",2,15,25,20,57,15
"SD","Aurora County",1,8,14,12,34,8
"SD","Beadle County",0,5,10,8,27,5
"SD","Bennett County",0,1,3,2,17,1
"SD","Bon Homme County",2,9,15,12,35,9
"SD","Brookings County",0,2,5,4,18,2
"SD","Brown County",0,4,8,6,22,3
"SD","Brule County",1,8,14,11,33,8
"SD","Buffalo County",0,6,11,9,29,6
"SD","Butte County",0,0,2,1,11,0
"SD","Campbell County",0,2,5,3,17,2
"SD","Charles Mix County",1,10,16,13,36,10
"SD","Clark County",0,3,6,4,19,2
"SD","Clay County",2,9,15,12,36,9
"SD","Codington County",0,2,5,4,17,2
"SD","Corson County",0,2,4,3,16,2
"SD","Custer County",0,0,1,0,5,0
"SD","Davison County",1,8,13,11,32,8
"SD","Day County",0,3,6,4,19,3
"SD","Deuel County",0,3,6,4,19,3
"SD","Dewey County",0,3,7,5,21,3
"SD","Douglas County",1,10,16,13,37,10
"SD","Edmunds County",0,3,7,5,20,3
"SD","Fall River County",0,0,1,0,10,0
"SD","Faulk County",0,4,8,6,24,4
"SD","Grant County",0,3,7,6,21,4
"SD","Gregory County",0,7,12,10,32,7
"SD","Haakon County",0,4,8,6,25,4
"SD","Hamlin County",0,3,6,4,19,3
"SD","Hand County",0,5,10,8,27,5
"SD","Hanson County",1,8,13,11,33,8
"SD","Harding County",0,0,2,1,9,0
"SD","Hughes County",0,5,10,8,28,5
"SD","Hutchinson County",1,8,14,12,34,9
"SD","Hyde County",0,5,9,7,26,5
"SD","Jackson County",0,4,8,6,26,4
"SD","Jerauld County",1,6,11,9,29,6
"SD","Jones County",0,6,11,9,30,6
"SD","Kingsbury County",0,3,7,5,22,3
"SD","Lake County",0,3,6,5,20,3
"SD","Lawrence County",0,0,0,0,2,0
"SD","Lincoln County",1,7,11,9,31,7
"SD","Lyman County",0,7,13,10,32,7
"SD","Marshall County",0,4,8,6,22,4
"SD","McCook County",0,5,10,8,28,5
"SD","McPherson County",0,2,5,3,17,2
"SD","Meade County",0,1,3,2,14,1
"SD","Mellette County",0,6,11,8,30,5
"SD","Miner County",0,5,9,7,26,5
"SD","Minnehaha County",0,4,8,7,25,4
"SD","Moody County",0,3,6,5,20,3
"SD","Pennington County",0,1,3,2,13,1
"SD","Perkins County",0,1,3,2,14,1
"SD","Potter County",0,3,7,5,22,3
"SD","Roberts County",0,4,8,6,22,4
"SD","Sanborn County",1,7,12,10,30,7
"SD","Shannon County",0,1,3,2,17,1
"SD","Spink County",0,4,9,7,25,4
"SD","Stanley County",0,6,11,9,29,6
"SD","Sully County",0,5,10,8,27,5
"SD","Todd County",0,2,5,4,21,2
"SD","Tripp County",0,6,11,9,30,6
"SD","Turner County",1,7,12,10,31,7
"SD","Union County",2,9,15,12,36,9
"SD","Walworth County",0,2,5,3,17,2
"SD","Yankton County",1,8,12,10,32,8
"SD","Ziebach County",0,2,6,4,20,2
"TN","Anderson County",0,9,17,13,45,9
"TN","Bedford County",2,21,35,28,69,22
"TN","Benton County",4,32,46,39,77,33
"TN","Bledsoe County",0,10,19,14,49,10
"TN","Blount County",0,10,18,14,49,10
"TN","Bradley County",1,17,28,23,62,17
"TN","Campbell County",0,6,13,9,39,6
"TN","Cannon County",1,18,31,24,64,19
"TN","Carroll County",4,31,44,38,75,31
"TN","Carter County",0,1,3,1,16,1
"TN","Cheatham County",3,28,42,35,74,28
"TN","Chester County",5,35,48,43,81,36
"TN","Claiborne County",0,6,13,9,40,6
"TN","Clay County",1,20,33,27,67,21
"TN","Cocke County",0,7,14,10,42,7
"TN","Coffee County",1,14,26,19,59,14
"TN","Crockett County",5,33,45,39,76,33
"TN","Cumberland County",0,5,12,8,38,5
"TN","Davidson County",2,22,35,28,68,22
"TN","Decatur County",4,31,45,38,78,32
"TN","DeKalb County",1,18,30,24,63,18
"TN","Dickson County",4,33,47,40,78,33
"TN","Dyer County",4,31,42,37,73,31
"TN","Fayette County",5,38,49,45,82,38
"TN","Fentress County",0,8,16,12,46,8
"TN","Franklin County",1,14,25,19,58,14
"TN","Gibson County",5,33,45,40,77,33
"TN","Giles County",1,18,31,24,64,18
"TN","Grainger County",0,9,18,13,48,9
"TN","Greene County",0,7,15,11,45,7
"TN","Grundy County",0,9,19,13,49,9
"TN","Hamblen County",0,10,19,14,52,10
"TN","Hamilton County",1,15,26,21,59,16
"TN","Hancock County",0,5,12,8,39,5
"TN","Hardeman County",6,38,50,45,83,38
"TN","Hardin County",4,33,46,40,80,33
"TN","Hawkins County",0,6,14,10,43,6
"TN","Haywood County",5,35,47,42,79,36
"TN","Henderson County",4,32,45,39,78,32
"TN","Henry County",4,30,43,37,74,30
"TN","Hickman County",3,30,44,37,76,30
"TN","Houston County",3,29,43,36,74,29
"TN","Humphreys County",3,30,44,37,76,30
"TN","Jackson County",1,19,32,26,65,19
"TN","Jefferson County",0,10,20,15,53,10
"TN","Johnson County",0,0,1,0,7,0
"TN","Knox County",0,12,22,17,55,12
"TN","Lake County",5,32,44,39,74,32
"TN","Lauderdale County",5,34,45,41,76,35
"TN","Lawrence County",1,17,30,22,63,17
"TN","Lewis County",2,23,36,29,70,23
"TN","Lincoln County",1,17,30,23,64,18
"TN","Loudon County",1,15,26,20,60,15
"TN","Macon County",3,29,43,37,76,29
"TN","Madison County",5,34,47,41,79,34
"TN","Marion County",1,12,23,17,53,12
"TN","Marshall County",2,21,35,28,68,21
"TN","Maury County",2,25,39,31,72,25
"TN","McMinn County",1,18,30,25,65,19
"TN","McNairy County",5,36,49,43,82,36
"TN","Meigs County",2,22,35,29,70,22
"TN","Monroe County",1,11,20,15,50,11
"TN","Montgomery County",3,28,41,35,73,28
"TN","Moore County",1,15,28,21,61,16
"TN","Morgan County",0,6,14,9,41,6
"TN","Obion County",4,32,44,38,74,32
"TN","Overton County",1,13,24,18,56,13
"TN","Perry County",3,26,40,33,73,27
"TN","Pickett County",1,14,24,19,57,14
"TN","Polk County",1,11,20,16,51,11
"TN","Putnam County",1,13,25,19,57,14
"TN","Rhea County",1,15,26,21,58,15
"TN","Roane County",1,14,26,20,59,15
"TN","Robertson County",2,24,37,31,69,24
"TN","Rutherford County",2,22,36,29,70,23
"TN","Scott County",0,6,14,10,41,6
"TN","Sequatchie County",0,9,19,14,49,9
"TN","Sevier County",0,7,14,10,38,7
"TN","Shelby County",6,40,51,47,83,40
"TN","Smith County",2,24,37,31,71,25
"TN","Stewart County",3,28,42,35,73,29
"TN","Sullivan County",0,3,8,5,32,3
"TN","Sumner County",2,22,35,29,68,22
"TN","Tipton County",6,39,50,45,81,39
"TN","Trousdale County",3,29,43,37,76,30
"TN","Unicoi County",0,0,2,1,15,0
"TN","Union County",0,10,19,14,50,10
"TN","Van Buren County",0,11,21,16,53,11
"TN","Warren County",1,15,27,20,60,15
"TN","Washington County",0,3,9,6,36,3
"TN","Wayne County",1,20,34,27,67,21
"TN","Weakley County",4,31,44,38,75,31
"TN","White County",1,13,24,18,57,13
"TN","Williamson County",2,24,38,31,71,25
"TN","Wilson County",2,23,37,30,70,24
"TX","Anderson County",9,54,66,64,106,55
"TX","Andrews County",0,4,11,7,46,4
"TX","Angelina County",11,57,70,67,108,58
"TX","Aransas County",2,57,83,69,124,57
"TX","Archer County",8,44,60,53,94,45
"TX","Armstrong County",0,2,7,5,30,2
"TX","Atascosa County",14,65,82,74,122,65
"TX","Austin County",14,63,78,73,120,63
"TX","Bailey County",0,0,2,1,20,0
"TX","Bandera County",0,11,24,17,68,11
"TX","Bastrop County",8,52,68,62,110,52
"TX","Baylor County",7,43,59,51,92,43
"TX","Bee County",11,60,78,70,121,60
"TX","Bell County",4,40,56,49,98,40
"TX","Bexar County",5,41,59,51,103,41
"TX","Blanco County",1,27,44,35,88,27
"TX","Borden County",0,7,17,12,55,7
"TX","Bosque County",5,41,57,51,97,41
"TX","Bowie County",12,56,69,64,103,57
"TX","Brazoria County",12,65,82,76,124,65
"TX","Brazos County",11,57,71,67,113,58
"TX","Brewster County",0,7,13,10,38,7
"TX","Briscoe County",0,6,13,10,43,6
"TX","Brooks County",22,81,99,92,137,82
"TX","Brown County",1,28,45,37,87,29
"TX","Burleson County",9,54,68,64,111,54
"TX","Burnet County",2,27,43,36,87,27
"TX","Caldwell County",7,47,63,57,106,47
"TX","Calhoun County",6,59,81,71,125,59
"TX","Callahan County",0,19,35,27,77,20
